director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_id,comb
Greg Harrison,Amir Talai,Anne Archer,Nora Dunn,Drama Mystery Thriller,november,tt0368089,Amir Talai Anne Archer Nora Dunn Greg Harrison Drama Mystery Thriller
Drake Doremus,Jennifer Lawrence,Charlie Bewley,Finola Hughes,Drama Romance,like crazy,tt1758692,Jennifer Lawrence Charlie Bewley Finola Hughes Drake Doremus Drama Romance
Al Franklin,Marshal Hilton,Steffinnie Phrommany,Clint Jung,Horror,teeth and blood,tt1991199,Marshal Hilton Steffinnie Phrommany Clint Jung Al Franklin Horror
Allison Anders,Ally Sheedy,Rosanna Arquette,John Doe,Comedy Music,sugar town,tt0173390,Ally Sheedy Rosanna Arquette John Doe Allison Anders Comedy Music
Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,Comedy Drama,the motel,tt0436607,Samantha Futerman Clint Jordan Jackie Nova Michael Kang Comedy Drama
Paul Schrader,Nolan Gerard Funk,Gus Van Sant,James Deen,Drama Thriller,the canyons,tt2292959,Nolan Gerard Funk Gus Van Sant James Deen Paul Schrader Drama Thriller
unknown,Shirley Henderson,James Norton,Sarah Lancashire,Crime Drama,happy valley,tt3428912,Shirley Henderson James Norton Sarah Lancashire unknown Crime Drama
Lori Silverbush,Judy Marte,Flaco Navaja,Dominic Colón,Drama,on the outs,tt0389235,Judy Marte Flaco Navaja Dominic Colón Lori Silverbush Drama
Jeff Nichols,Michael Abbott Jr.,Natalie Canerday,Travis Smith,Drama Thriller,shotgun stories,tt0952682,Michael Abbott Jr. Natalie Canerday Travis Smith Jeff Nichols Drama Thriller
Stuart Hazeldine,Colin Salmon,Luke Mably,Pollyanna McIntosh,Mystery Thriller,exam,tt1258197,Colin Salmon Luke Mably Pollyanna McIntosh Stuart Hazeldine Mystery Thriller
Hilary Brougher,James Urbaniak,Samantha Buck,Terumi Matthews,Sci-Fi,the sticky fingers of time,tt0127302,James Urbaniak Samantha Buck Terumi Matthews Hilary Brougher Sci-Fi
Rachel Goldenberg,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull,Drama Musical,sunday school musical,tt1270792,Dustin Fitzsimons Mark Hengst Debra Lynn Hull Rachel Goldenberg Drama Musical
Corbin Bernsen,Corbin Bernsen,Lorne Cardinal,Kirsten Collins,Drama,rust,tt1360826,Corbin Bernsen Lorne Cardinal Kirsten Collins Corbin Bernsen Drama
Jamin Winans,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,Action Drama Fantasy Sci-Fi,ink,tt1071804,Eme Ikwuakor Marty Lindsey Jessica Duffy Jamin Winans Action Drama Fantasy Sci-Fi
Tom Seidman,Florence Henderson,Derek Brandon,Charles Irving Beale,Drama Family,the christmas bunny,tt1640714,Florence Henderson Derek Brandon Charles Irving Beale Tom Seidman Drama Family
Jason Naumann,Victoria Jackson,Kate Flannery,Tim Bagley,Comedy Short,jesus people,tt1003002,Victoria Jackson Kate Flannery Tim Bagley Jason Naumann Comedy Short
Matt Cimber,Stacy Keach,June Lockhart,Stuart Whitman,Crime Drama,butterfly,tt0082122,Stacy Keach June Lockhart Stuart Whitman Matt Cimber Crime Drama
Sam Martin,Sam Adams,Steve Duin,Jeff Jacob,Documentary,undivided,tt3564748,Sam Adams Steve Duin Jeff Jacob Sam Martin Documentary
Andrew Hyatt,Noah Segan,Brit Morgan,Sedona James,Horror Thriller,the frozen,tt2363439,Noah Segan Brit Morgan Sedona James Andrew Hyatt Horror Thriller
Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,Fantasy Romance,the love letter,tt0140340,Jennifer Jason Leigh Campbell Scott Estelle Parsons Dan Curtis Fantasy Romance
Joel Paul Reisig,Joshua Ray Bell,Dana Blackstone,Annelyse Ahmad,Family,horse camp,tt3421204,Joshua Ray Bell Dana Blackstone Annelyse Ahmad Joel Paul Reisig Family
Kristin Rizzo,Esai Morales,Robert Davi,Elaine Hendrix,Documentary,give me shelter,tt2559658,Esai Morales Robert Davi Elaine Hendrix Kristin Rizzo Documentary
King Vidor,John Gilbert,Renée Adorée,Claire Adams,Drama Romance War,the big parade,tt0015624,John Gilbert Renée Adorée Claire Adams King Vidor Drama Romance War
Ward Roberts,Sid Haig,Jacob Zachar,Travis Betz,Comedy,little big top,tt0469690,Sid Haig Jacob Zachar Travis Betz Ward Roberts Comedy
Zoran Lisinac,Matthew Emerick,Brock Baker,Sheldon Bailey,Comedy Music Romance,along the roadside,tt2290113,Matthew Emerick Brock Baker Sheldon Bailey Zoran Lisinac Comedy Music Romance
Nicolas Winding Refn,Tom Hardy,James Lance,Matt King,Action Biography Crime Drama,bronson,tt1172570,Tom Hardy James Lance Matt King Nicolas Winding Refn Action Biography Crime Drama
James O'Brien,Mark Fantasia,Vivian Lamolli,Greg Jackson,Adventure Drama Fantasy Thriller Western,western religion,tt3210710,Mark Fantasia Vivian Lamolli Greg Jackson James O'Brien Adventure Drama Fantasy Thriller Western
Tom Putnam,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,Documentary,burn,tt1781784,Brendan Doogie Milewski Donald Austin Craig Dougherty Tom Putnam Documentary
Jon Shear,Dan Futterman,Josh Hamilton,Matt Keeslar,Drama,urbania,tt0182508,Dan Futterman Josh Hamilton Matt Keeslar Jon Shear Drama
Al Silliman Jr.,Christina Hart,Nancy Ison,William Condos,Comedy Drama,the stewardesses,tt0168192,Christina Hart Nancy Ison William Condos Al Silliman Jr. Comedy Drama
Eugène Lourié,Kenneth Tobey,Cecil Kellaway,Ross Elliott,Adventure Horror Sci-Fi,"the beast from 20,000 fathoms",tt0045546,Kenneth Tobey Cecil Kellaway Ross Elliott Eugène Lourié Adventure Horror Sci-Fi
Richard Fleischer,James Mason,Robert J. Wilke,Paul Lukas,Adventure Drama Family Fantasy Sci-Fi,"20,000 leagues under the sea",tt0046672,James Mason Robert J. Wilke Paul Lukas Richard Fleischer Adventure Drama Family Fantasy Sci-Fi
George Miller,Hugh Keays-Byrne,Steve Bisley,Joanne Samuel,Action Adventure Sci-Fi Thriller,mad max,tt0079501,Hugh Keays-Byrne Steve Bisley Joanne Samuel George Miller Action Adventure Sci-Fi Thriller
Doug Liman,Jon Favreau,Alex Désert,Blake Lindsley,Comedy Drama,swingers,tt0117802,Jon Favreau Alex Désert Blake Lindsley Doug Liman Comedy Drama
Sergio Leone,Clint Eastwood,Gian Maria Volontè,Aldo Sambrell,Action Drama Western,a fistful of dollars,tt0058461,Clint Eastwood Gian Maria Volontè Aldo Sambrell Sergio Leone Action Drama Western
Lowell Sherman,Mae West,Gilbert Roland,Louise Beavers,Comedy Drama History Musical Romance,she done him wrong,tt0024548,Mae West Gilbert Roland Louise Beavers Lowell Sherman Comedy Drama History Musical Romance
Maurizio Benazzo,The Dalai Lama,Jasper Johal,Swami Krishnanad,Documentary,short cut to nirvana: kumbh mela,tt0420723,The Dalai Lama Jasper Johal Swami Krishnanad Maurizio Benazzo Documentary
David G. Evans,Michael Joiner,Chris Thomas,Michael Higgenbottom,Drama,the grace card,tt1544600,Michael Joiner Chris Thomas Michael Higgenbottom David G. Evans Drama
Ava DuVernay,Omari Hardwick,David Oyelowo,Lorraine Toussaint,Drama,middle of nowhere,tt1211890,Omari Hardwick David Oyelowo Lorraine Toussaint Ava DuVernay Drama
Tom Tykwer,Devid Striesow,Sebastian Schipper,Sophie Rois,Comedy Drama Romance,3,tt1517177,Devid Striesow Sebastian Schipper Sophie Rois Tom Tykwer Comedy Drama Romance
Sherman Alexie,William Joseph Elk III,Leo Rossi,Cynthia Geary,Drama Music,the business of fancydancing,tt0303313,William Joseph Elk III Leo Rossi Cynthia Geary Sherman Alexie Drama Music
Justin Dillon,Matisyahu,Natasha Bedingfield,Madeleine Albright,Documentary History Music,call + response,tt1301130,Matisyahu Natasha Bedingfield Madeleine Albright Justin Dillon Documentary History Music
Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,Crime Drama Thriller,side effects,tt2053463,Channing Tatum David Costabile Katie Lowes Steven Soderbergh Crime Drama Thriller
Stevan Mena,R. Brandon Johnson,Stevan Mena,Richard Glover,Crime Horror Mystery Thriller,malevolence,tt0388230,R. Brandon Johnson Stevan Mena Richard Glover Stevan Mena Crime Horror Mystery Thriller
Adam Rifkin,Marri Savinar,Adam Rifkin,Bethany Blakey,Comedy Drama,shooting the warwicks,tt2690560,Marri Savinar Adam Rifkin Bethany Blakey Adam Rifkin Comedy Drama
Eric Valette,Melanie Papalia,Ryan Kennedy,John Reardon,Horror Sci-Fi Thriller,super hybrid,tt1152827,Melanie Papalia Ryan Kennedy John Reardon Eric Valette Horror Sci-Fi Thriller
Jay Duplass,Greta Gerwig,Jennifer Lafleur,Elise Muller,Comedy Drama Horror Romance,baghead,tt0923600,Greta Gerwig Jennifer Lafleur Elise Muller Jay Duplass Comedy Drama Horror Romance
Livingston Oden,Susan Chambers,Victoria Lachelle,Ali Daniels,Comedy Horror Mystery Thriller,solitude,tt3565836,Susan Chambers Victoria Lachelle Ali Daniels Livingston Oden Comedy Horror Mystery Thriller
Chris Marker,Marina Vlady,Bertrand Cantat,Léon Schwartzenberg,Documentary,the case of the grinning cat,tt0437123,Marina Vlady Bertrand Cantat Léon Schwartzenberg Chris Marker Documentary
Carl Theodor Dreyer,Hanne Aagesen,Sylvia Eckhausen,Ejner Federspiel,Drama Fantasy,ordet,tt0048452,Hanne Aagesen Sylvia Eckhausen Ejner Federspiel Carl Theodor Dreyer Drama Fantasy
Marianna Palka,Bryce Dallas Howard,Martin Starr,Jason Ritter,Comedy Drama Romance,good dick,tt0944101,Bryce Dallas Howard Martin Starr Jason Ritter Marianna Palka Comedy Drama Romance
Richard Schenkman,William Katt,John Billingsley,David Lee Smith,Drama Romance Sci-Fi,the man from earth,tt0756683,William Katt John Billingsley David Lee Smith Richard Schenkman Drama Romance Sci-Fi
Ricki Stern,Darryl Hunt,Evelyn Jefferson,John Reeves,Crime Documentary,the trials of darryl hunt,tt0446055,Darryl Hunt Evelyn Jefferson John Reeves Ricki Stern Crime Documentary
Nadia Tass,Mia Farrow,Jordan Bridges,Bruce Gooch,Drama Family,an american girl holiday,tt0412366,Mia Farrow Jordan Bridges Bruce Gooch Nadia Tass Drama Family
James Kerwin,John Newton,Chase Masterson,H.M. Wynant,Drama Music Mystery Romance Sci-Fi,yesterday was a lie,tt0448182,John Newton Chase Masterson H.M. Wynant James Kerwin Drama Music Mystery Romance Sci-Fi
C. Fraser Press,Elaine Bromka,Robert Turano,Matthew Gumley,Comedy Drama Music,theresa is a mother,tt1989646,Elaine Bromka Robert Turano Matthew Gumley C. Fraser Press Comedy Drama Music
Rania Attieh,Paul Hickert,Robin Bartlett,Rebecca Dayan,Drama Sci-Fi Thriller,h.,tt3666210,Paul Hickert Robin Bartlett Rebecca Dayan Rania Attieh Drama Sci-Fi Thriller
Sharon Greytak,Sally Kirkland,Alex Emanuel,Elaine Bromka,Drama,archaeology of a woman,tt1702455,Sally Kirkland Alex Emanuel Elaine Bromka Sharon Greytak Drama
Majid Majidi,Bahare Seddiqi,Amir Farrokh Hashemian,Mohammad Amir Naji,Drama Family,children of heaven,tt0118849,Bahare Seddiqi Amir Farrokh Hashemian Mohammad Amir Naji Majid Majidi Drama Family
Andrew Haigh,Tom Cullen,Chris New,Vauxhall Jermaine,Drama Romance,weekend,tt1714210,Tom Cullen Chris New Vauxhall Jermaine Andrew Haigh Drama Romance
Spike Lee,S. Epatha Merkerson,Joie Lee,Tracy Camilla Johns,Comedy Romance,she's gotta have it,tt0091939,S. Epatha Merkerson Joie Lee Tracy Camilla Johns Spike Lee Comedy Romance
Cary Bell,Abigail Evans,Stacie Evans,Emily Gorell,Documentary,butterfly girl,tt2421956,Abigail Evans Stacie Evans Emily Gorell Cary Bell Documentary
Nicolae Constantin Tanase,Iulia Ciochina,Ana Maria Guran,Ana Vatamanu,Drama,the world is mine,tt4707756,Iulia Ciochina Ana Maria Guran Ana Vatamanu Nicolae Constantin Tanase Drama
Mike Cahill,Robin Lord Taylor,William Mapother,Flint Beverage,Drama Romance Sci-Fi,another earth,tt1549572,Robin Lord Taylor William Mapother Flint Beverage Mike Cahill Drama Romance Sci-Fi
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller,the calling,tt1666335,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller
Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,Crime Drama Thriller,sweet sweetback's baadasssss song,tt0067810,John Amos Mario Van Peebles Melvin Van Peebles Melvin Van Peebles Crime Drama Thriller
Ken Roht,Charla Cochran,Joe Lev,Sienna Beckman,Drama,perfect cowboy,tt3581098,Charla Cochran Joe Lev Sienna Beckman Ken Roht Drama
Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,Comedy Drama Romance,tadpole,tt0271219,Bebe Neuwirth Aaron Stanford Ron Rifkin Gary Winick Comedy Drama Romance
John Carney,Glen Hansard,Markéta Irglová,Darren Healy,Drama Music Romance,once,tt0907657,Glen Hansard Markéta Irglová Darren Healy John Carney Drama Music Romance
Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,the woman chaser,tt0217894,Marilyn Rising Eugene Roche Max Kerstein Robinson Devor Comedy
Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,Documentary,the horse boy,tt1333668,Temple Grandin Rowan Isaacson Simon Baron-Cohen Michel Orion Scott Documentary
Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,when the lights went out,tt1743993,Alan Brent Martin Compston Kate Ashfield Pat Holden Horror
Eric Bugbee,Joel Moody,Bill Allen,Lia Tucker,Action Drama Sport,heroes of dirt,tt1934172,Joel Moody Bill Allen Lia Tucker Eric Bugbee Action Drama Sport
Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,Horror Thriller,the texas chain saw massacre,tt0072271,Gunnar Hansen Edwin Neal Marilyn Burns Tobe Hooper Horror Thriller
Bill Melendez,Peter Robbins,Bill Melendez,Christopher Shea,Animation Comedy Family,a charlie brown christmas,tt0059026,Peter Robbins Bill Melendez Christopher Shea Bill Melendez Animation Comedy Family
Dena Seidel,Naderev Sano,Hugh Ducklow,Mike Brett,Adventure Documentary,antarctic edge: 70° south,tt2780714,Naderev Sano Hugh Ducklow Mike Brett Dena Seidel Adventure Documentary
Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused,tt2403815,Lisa Ann Jesse Jane Kayden Kross Deborah Anderson Documentary
Sara Newens,Ariel Hsing,Xinhua Jiang,Michael Landers,Documentary,top spin,tt4219836,Ariel Hsing Xinhua Jiang Michael Landers Sara Newens Documentary
Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,Documentary,roger & me,tt0098213,Michael Moore Pat Boone Bob Eubanks Michael Moore Documentary
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people,tt0083722,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller
Sai Varadan,J.D. Williams,Hassan Johnson,Samantha Esteban,Drama,an american in hollywood,tt2125430,J.D. Williams Hassan Johnson Samantha Esteban Sai Varadan Drama
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,Drama Mystery Sci-Fi Thriller,sound of my voice,tt1748207,Christopher Denham James Urbaniak Constance Wu Zal Batmanglij Drama Mystery Sci-Fi Thriller
Amal Al-Agroobi,unknown,unknown,unknown,Documentary Family,the brain that sings,tt2638024,unknown unknown unknown Amal Al-Agroobi Documentary Family
Andrew Berends,unknown,unknown,unknown,Documentary War,the blood of my brother,tt0488873,unknown unknown unknown Andrew Berends Documentary War
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,Comedy Drama,your sister's sister,tt1742336,Mark Duplass Mike Birbiglia Mel Eslyn Lynn Shelton Comedy Drama
Valentine,Diane Sorrentino,Valentine,unknown,Romance,romantic schemer,tt4607906,Diane Sorrentino Valentine unknown Valentine Romance
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,tt0796314,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead,tt0063350,Judith O'Dea Duane Jones S. William Hinzman George A. Romero Drama Horror Mystery
Jean-Luc Godard,Philippe Leroy,Macha Méril,Rita Maiden,Drama,une femme mariée,tt0058701,Philippe Leroy Macha Méril Rita Maiden Jean-Luc Godard Drama
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation,tt4196450,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker Biography Drama
Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,the work and the story,tt0339921,Richard Moll Frank Gerrish Christopher Robin Miller Nathan Smith Jones Comedy
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,Drama Sport,facing the giants,tt0805526,Alex Kendrick Erin Bethea Shannen Fields Alex Kendrick Drama Sport
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Horror Thriller,the gallows,tt2309260,Pfeifer Brown Cassidy Gifford Reese Mishler Travis Cluff Horror Thriller
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Fantasy Horror Sci-Fi,eraserhead,tt0074486,Hal Landon Jr. Jack Nance Charlotte Stewart David Lynch Fantasy Horror Sci-Fi
Harry F. Millarde,Stephen Carr,Johnnie Walker,Mary Carr,Crime Drama,over the hill to the poorhouse,tt0011549,Stephen Carr Johnnie Walker Mary Carr Harry F. Millarde Crime Drama
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle,tt0093200,Robert Townsend Keenen Ivory Wayans Helen Martin Robert Townsend Comedy
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,Comedy Drama,the mighty,tt0119670,Kieran Culkin Elden Henson Gena Rowlands Peter Chelsom Comedy Drama
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Crime Drama Sport,penitentiary,tt0079709,Leon Isaac Kennedy Chuck Mitchell Wilbur 'Hi-Fi' White Jamaa Fanaka Crime Drama Sport
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,Comedy Horror Sci-Fi,the lost skeleton of cadavra,tt0307109,Fay Masterson Brian Howe Larry Blamire Larry Blamire Comedy Horror Sci-Fi
Stephen Langford,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Family,"dude, where's my dog?!",tt3109200,Kevin P. Farley Gabriela Castillo Brandon Middleton Stephen Langford Family
E.L. Katz,Brighton Sharbino,Ethan Embry,Elissa Dowling,Comedy Crime Drama Horror Thriller,cheap thrills,tt2389182,Brighton Sharbino Ethan Embry Elissa Dowling E.L. Katz Comedy Crime Drama Horror Thriller
Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,Documentary,indie game: the movie,tt1942884,Jonathan Blow Edmund McMillen Phil Fish Lisanne Pajot Documentary
Dan Reed,Danny Dyer,Adam Rayner,Ralph Brown,Thriller,closure,tt0480011,Danny Dyer Adam Rayner Ralph Brown Dan Reed Thriller
John Reinhardt,Sheldon Leonard,John Ireland,Arthur O'Connell,Crime Drama,open secret,tt0040671,Sheldon Leonard John Ireland Arthur O'Connell John Reinhardt Crime Drama
Patrick Ryan Sims,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,Action Drama Sci-Fi Thriller,echo dr.,tt2343473,Claire Gordon-Harper Hugh Mun Johnathan Hurley Patrick Ryan Sims Action Drama Sci-Fi Thriller
Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,Crime Horror Thriller,the night visitor,tt0066141,Liv Ullmann Trevor Howard Andrew Keir Laslo Benedek Crime Horror Thriller
Jason Miller,Jon Brion,Dottie Alexander,David Barnes,Biography Documentary Music,the past is a grotesque animal,tt3072636,Jon Brion Dottie Alexander David Barnes Jason Miller Biography Documentary Music
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,the last house on the left,tt0844708,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis Crime Horror Thriller
Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,"peace, propaganda & the promised land",tt0428959,Noam Chomsky Seth Ackerman Arik Ascherman Sut Jhally Documentary
Darren Aronofsky,Mark Margolis,Clint Mansell,Stanley B. Herman,Drama Mystery Thriller,pi,tt0138704,Mark Margolis Clint Mansell Stanley B. Herman Darren Aronofsky Drama Mystery Thriller
Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn,Comedy Romance,"i love you, don't touch me!",tt0130019,Jack McGee Meredith Scott Lynn Tim DeZarn Julie Davis Comedy Romance
Myles Berkowitz,Tia Carrere,Tom Ardavany,Robert McKee,Biography Comedy Romance,20 dates,tt0138987,Tia Carrere Tom Ardavany Robert McKee Myles Berkowitz Biography Comedy Romance
